example_id                                                                        | status  | run_time        |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:1:2]      | passed  | 0.0013 seconds  |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:1:3]      | passed  | 0.00112 seconds |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:1:4]      | passed  | 0.00095 seconds |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:1:5]      | passed  | 0.00085 seconds |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:1:6]      | passed  | 0.00122 seconds |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:1:7]      | passed  | 0.0011 seconds  |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:2:1]      | passed  | 0.0013 seconds  |
./spec/presenters/ursus/access_condition_metadata_presenter_spec.rb[1:1:2:2]      | passed  | 0.0017 seconds  |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:1]                   | passed  | 0.09172 seconds |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:2:1]                 | passed  | 0.05363 seconds |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:2:2]                 | passed  | 0.03658 seconds |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:2:3]                 | passed  | 0.09449 seconds |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:2:4]                 | passed  | 0.04663 seconds |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:2:5]                 | passed  | 0.03604 seconds |
./spec/presenters/ursus/collection_block_presenter_spec.rb[1:2:6]                 | passed  | 0.05685 seconds |
./spec/presenters/ursus/contact_collection_metadata_presenter_spec.rb[1:1:1:1]    | passed  | 0.00134 seconds |
./spec/presenters/ursus/contact_collection_metadata_presenter_spec.rb[1:1:2:1]    | passed  | 0.00151 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:1:1]       | passed  | 0.00141 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:1:2]       | passed  | 0.00133 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:1:3]       | passed  | 0.00136 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:1:4]       | passed  | 0.00168 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:1:5]       | passed  | 0.00112 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:2:1]       | passed  | 0.00202 seconds |
./spec/presenters/ursus/find_collection_metadata_presenter_spec.rb[1:1:2:2]       | passed  | 0.002 seconds   |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:1:1]        | passed  | 0.00102 seconds |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:1:2]        | passed  | 0.00113 seconds |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:1:3]        | passed  | 0.0012 seconds  |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:1:4]        | passed  | 0.00102 seconds |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:1:5]        | passed  | 0.00089 seconds |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:1:6]        | passed  | 0.00095 seconds |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:2:1]        | passed  | 0.00289 seconds |
./spec/presenters/ursus/find_this_item_metadata_presenter_spec.rb[1:1:2:2]        | passed  | 0.00169 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:1]         | passed  | 0.00111 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:2]         | passed  | 0.00118 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:3]         | passed  | 0.00119 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:4]         | passed  | 0.0011 seconds  |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:5]         | passed  | 0.00095 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:6]         | passed  | 0.0009 seconds  |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:7]         | passed  | 0.00562 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:8]         | passed  | 0.00095 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:9]         | passed  | 0.00112 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:10]        | passed  | 0.00091 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:11]        | passed  | 0.00131 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:12]        | passed  | 0.00114 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:13]        | passed  | 0.00111 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:14]        | passed  | 0.00113 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:15]        | passed  | 0.00118 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:16]        | passed  | 0.00113 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:17]        | passed  | 0.00108 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:18]        | passed  | 0.00116 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:19]        | passed  | 0.00098 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:20]        | passed  | 0.00123 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:21]        | passed  | 0.00101 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:22]        | passed  | 0.00137 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:23]        | passed  | 0.00096 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:24]        | passed  | 0.00122 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:25]        | passed  | 0.00116 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:1:26]        | passed  | 0.00103 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:2:1]         | passed  | 0.00153 seconds |
./spec/presenters/ursus/item_overview_metadata_presenter_spec.rb[1:1:2:2]         | passed  | 0.00182 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:1]               | passed  | 0.00098 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:2]               | passed  | 0.00108 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:3]               | passed  | 0.00092 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:4]               | passed  | 0.00107 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:5]               | passed  | 0.00097 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:6]               | passed  | 0.00115 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:7]               | passed  | 0.00104 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:8]               | passed  | 0.00106 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:9]               | passed  | 0.00107 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:10]              | passed  | 0.00107 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:1:11]              | passed  | 0.00114 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:2:1]               | passed  | 0.00187 seconds |
./spec/presenters/ursus/keyword_metadata_presenter_spec.rb[1:1:2:2]               | passed  | 0.00248 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:1]                  | passed  | 0.00086 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:2]                  | passed  | 0.00103 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:3]                  | passed  | 0.00112 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:4]                  | passed  | 0.00101 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:5]                  | passed  | 0.001 seconds   |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:6]                  | passed  | 0.00085 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:7]                  | passed  | 0.00116 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:8]                  | passed  | 0.00105 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:1:9]                  | passed  | 0.0009 seconds  |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:2:1]                  | passed  | 0.00131 seconds |
./spec/presenters/ursus/note_metadata_presenter_spec.rb[1:1:2:2]                  | passed  | 0.00223 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:1]  | passed  | 0.0012 seconds  |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:2]  | passed  | 0.00092 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:3]  | passed  | 0.00109 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:4]  | passed  | 0.00107 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:5]  | passed  | 0.00095 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:6]  | passed  | 0.00086 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:7]  | passed  | 0.00093 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:8]  | passed  | 0.00107 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:9]  | passed  | 0.00114 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:10] | passed  | 0.00093 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:11] | passed  | 0.00083 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:12] | passed  | 0.00087 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:13] | passed  | 0.00105 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:14] | passed  | 0.0011 seconds  |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:1:15] | passed  | 0.00116 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:2:1]  | passed  | 0.00323 seconds |
./spec/presenters/ursus/physical_description_metadata_presenter_spec.rb[1:1:2:2]  | passed  | 0.00181 seconds |
./spec/presenters/ursus/tagline_metadata_presenter_spec.rb[1:1:1]                 | passed  | 0.00133 seconds |
./spec/presenters/ursus/tagline_metadata_presenter_spec.rb[1:2:1]                 | passed  | 0.00146 seconds |
./spec/presenters/ursus/tagline_metadata_presenter_spec.rb[1:2:2]                 | passed  | 0.00125 seconds |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:1:1]                        | passed  | 0.00154 seconds |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:1:2:1]                      | passed  | 0.00104 seconds |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:1:2:2]                      | passed  | 0.00093 seconds |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:1:3]                        | passed  | 0.00319 seconds |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:1:4:1]                      | passed  | 0.0015 seconds  |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:1:4:2]                      | passed  | 0.00188 seconds |
./spec/presenters/ursus/thumbnail_presenter_spec.rb[1:2:1]                        | passed  | 0.00096 seconds |
./spec/services/iiif_service_spec.rb[1:1:1]                                       | passed  | 0.00151 seconds |
./spec/services/iiif_service_spec.rb[1:2:1]                                       | passed  | 0.00127 seconds |
./spec/views/_user_util_links.html.erb_spec.rb[1:1]                               | passed  | 0.01236 seconds |
./spec/views/_user_util_links.html.erb_spec.rb[1:2]                               | passed  | 0.02505 seconds |
./spec/views/catalog/_bookmark_control.html.erb_spec.rb[1:1]                      | passed  | 0.00293 seconds |
./spec/views/catalog/_bookmark_control.html.erb_spec.rb[1:2]                      | passed  | 0.0108 seconds  |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:1:1]            | failed  | 0.00863 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:1:2]            | failed  | 0.00774 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:1:3]            | failed  | 0.00763 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:1:4:1]          | failed  | 0.00812 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:1:4:2]          | failed  | 0.00793 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:2:1]            | failed  | 0.00836 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:3:1]            | passed  | 0.0099 seconds  |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:4:1]            | passed  | 0.00898 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:4:2]            | passed  | 0.00867 seconds |
./spec/views/catalog/work_record_sinai/content_metadata_spec.rb[1:5:1]            | passed  | 0.01037 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:1]      | passed  | 0.01241 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:2]      | passed  | 0.01088 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:3]      | passed  | 0.01167 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:4]      | passed  | 0.0128 seconds  |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:5]      | passed  | 0.01056 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:6]      | passed  | 0.01447 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:7]      | passed  | 0.01761 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:8]      | passed  | 0.01038 seconds |
